r,n_r,j,k,in_window_d0.5,in_window_d1,w,abs_D,arg_D,abs_H,arg_H,arg_DH,abs_term,term_re,term_im
19,3,1,2,1,1,0.3609022556390977,0.9975954207533365,0.39509996627583965,0.9985237642779915,0.20259916186268526,0.597699128138525,0.35950294186722703,0.2971768512108584,0.20230740054577875
19,3,2,1,1,1,0.11278195488721804,0.9874829901604438,0.5240744448890677,0.9982869618153238,0.3500826469427917,0.8741570918318595,0.11117948053664445,0.07133760203336466,0.0852749871212385
19,3,3,0,1,1,0.015037593984962405,0.95064455661289,0.7335227583594347,0.9999999999999999,0.6191443613975767,1.3526671197570115,0.014295406866359247,0.0030935766541754194,0.013956662959299832
20,3,0,3,1,1,0.5298701298701298,0.9999999999999998,0.31512889272119843,0.9990821708143443,0.1174629651342258,0.4325918578554242,0.5293837996003277,0.4806181434114025,0.2219310872839957
20,3,1,2,1,1,0.35324675324675325,0.9975954207533365,0.39509996627583965,0.9986049530873579,0.19965128929898127,0.5947512555748209,0.35190573260896263,0.2914792590802612,0.19717374614555724
20,3,2,1,1,1,0.1038961038961039,0.9874829901604438,0.5240744448890677,0.9983453961498528,0.3480048466319638,0.8720792915210315,0.10242588020810074,0.06588400239587648,0.07842422562387433
20,3,3,0,1,1,0.012987012987012988,0.95064455661289,0.7335227583594347,1.0000000000000002,0.6196167448717866,1.3531395032312215,0.01234603320276481,0.002666031128824993,0.012054742380652819
21,4,0,4,1,1,0.455957086391869,0.9999999999999998,0.31512889272119843,0.9979823335419655,0.13722752752707412,0.4523564202482725,0.4550371170723529,0.40926932081871986,0.19889042448067232
21,4,1,3,1,1,0.36476566911349523,0.9975954207533365,0.39509996627583965,0.9966175976466279,0.22930257018553998,0.6244025364613797,0.36265774363003156,0.2942287784098652,0.2120143036926144
21,4,2,2,1,1,0.14398644833427443,0.9874829901604438,0.5240744448890677,0.9947487161580728,0.39366831443749634,0.917742759326564,0.14143751911686014,0.08593948407735015,0.11233421958802696
21,4,3,1,1,1,0.03199698851872765,0.95064455661289,0.7335227583594347,0.9936365903121566,0.6917795297889345,1.4253022881483692,0.030224202275810175,0.004381943116305578,0.029904865452540515
21,4,4,0,1,1,0.0032938076416337285,0.8351820771048222,1.055428692598929,0.9999999999999997,1.2398633343758523,2.295292026974781,0.0027509291077233923,-0.0018231999716118795,0.002059988548326
